,Section,Class NBR,Instructor Name,A,B,C,D,F,AU,P,NG,W,I,IP,Pending,Total,Raw,Average,Median,Mode,σ,Semester,Classes
GLG 112L,M,6010,"Silvio,Matthew James",20,2,1,0,0,0,0,0,1,0,0,0,24,3.826,4,4,0.491026190103531,,Spring 2010,GLG 112L
GLG 112L,N,6172,"Beach,Megan E",16,7,1,0,1,0,0,0,0,0,0,0,25,3.48,4,4,0.9183318209303941,,Spring 2010,GLG 112L
GLG 112L,O,6414,"Silvio,Matthew James",22,1,0,0,1,0,0,0,1,0,0,0,25,3.792,4.0,4,0.8329709356935241,,Spring 2010,GLG 112L
GLG 112L,P,6532,"Silvio,Matthew James",20,3,1,0,0,0,0,0,0,0,0,0,24,3.792,4.0,4,0.5089773777040515,,Spring 2010,GLG 112L
GLG 112L,Q,6534,"Arnold,Megan S",13,5,1,0,2,0,0,0,0,0,0,0,21,3.286,4,4,1.230563169563316,,Spring 2010,GLG 112L
GLG 112L,R,6536,"Carson,Mary L",13,3,4,0,1,0,0,0,0,0,0,0,21,3.286,4,4,1.1019463300386794,,Spring 2010,GLG 112L
GLG 112L,S,6538,"Oberling,Zachary A",12,4,1,1,2,0,0,0,1,0,0,0,21,3.15,4.0,4,1.348488432516786,,Spring 2010,GLG 112L
GLG 112L,T,6540,"Unema,Joel Andrew",16,5,1,0,0,0,0,0,0,0,0,0,22,3.682,4.0,4,0.5679003631895497,,Spring 2010,GLG 112L
GLG 115,1,6416,"Kaufman,Darrell S",6,3,8,3,0,0,0,0,0,0,0,0,20,2.6,2.0,2,1.0954451150103321,,Spring 2010,GLG 115
GLG 190,1,6458,"Wittke,James Henry",3,5,4,1,1,0,0,0,2,0,0,0,16,2.571,3.0,3,1.1578684470436789,,Spring 2010,GLG 190
GLG 190L,A,6460,"Wittke,James Henry",2,5,4,0,1,0,0,0,2,0,0,0,14,2.583,3.0,3,1.0836246694508318,,Spring 2010,GLG 190L
GLG 202,1,6408,"Elliott,David Kenneth",5,9,9,2,4,0,0,0,1,0,0,0,30,2.31,2,3,1.256510140822647,,Spring 2010,GLG 202
GLG 208,1,6448,"Elliott,David Kenneth",0,0,0,0,5,0,8,0,0,0,0,0,13,0,0,0,0.0,,Spring 2010,GLG 208
GLG 240,1,5076,"Duebendorfer,Ernest M",3,6,4,2,4,0,0,0,2,0,0,0,21,2.105,2,3,1.4100723717480785,,Spring 2010,GLG 240
GLG 265,01,10124,"Brumbaugh,David Scott",0,5,11,1,1,0,0,0,1,0,0,0,19,2.111,2.0,2,0.7583952786593615,,Spring 2010,GLG 265
GLG 304,1,5954,"Best,David Malcolm",7,3,0,0,0,0,0,0,0,0,0,0,10,3.7,4.0,4,0.48304589153964794,,Spring 2010,GLG 304
GLG 315,1,5082,"Reid,Mary",3,10,10,2,3,0,0,0,0,0,0,0,28,2.286,2.0,3,1.1174422797967012,,Spring 2010,GLG 315
GLG 324,1,5086,"Middleton,Larry Thomas",7,9,13,1,2,0,0,0,1,0,0,0,33,2.562,2.5,2,1.0757592967370206,,Spring 2010,GLG 324
GLG 350W,1,5644,"Riggs,Nancy Rosalind",5,18,4,0,1,0,0,0,0,0,0,0,28,2.929,3.0,3,0.8132500607904444,,Spring 2010,GLG 350W
GLG 360,1,6418,"Springer,Abraham E",1,6,5,1,0,0,0,0,0,0,0,0,13,2.538,3,3,0.7762500258061847,,Spring 2010,GLG 360
GLG 440C,1,5834,"Duebendorfer,Ernest M/Parnell,Roderic Alan/Sample,James Clifford",6,4,2,1,3,0,0,0,0,0,0,0,16,2.562,3.0,4,1.547847968417226,,Spring 2010,GLG 440C
GLG 499,3,11840,"Riggs,Nancy Rosalind",10,2,0,0,1,0,0,0,0,0,0,0,13,3.538,4,4,1.126601424298216,,Spring 2010,GLG 499
GLG 100,1,4740,"Koehler,Peter Andrew",13,18,6,1,0,0,0,0,0,0,0,0,38,3.132,3.0,3,0.7770718646226044,,Fall 2010,GLG 100
GLG 100,2,4742,"Koehler,Peter Andrew",16,19,10,2,1,0,0,0,2,0,0,0,50,2.979,3.0,3,0.9562689760783464,,Fall 2010,GLG 100
GLG 100,801,11997,"Koehler,Peter Andrew",11,7,4,0,1,0,0,0,1,0,0,0,24,3.174,3,4,1.0292174393923799,,Fall 2010,GLG 100
GLG 100L,801,11994,"Koehler,Peter Andrew",13,5,2,1,4,0,0,0,1,0,0,0,26,2.88,4,4,1.5088627063675035,,Fall 2010,GLG 100L
GLG 100L,A,4744,"Johnson,Grace",12,7,1,0,2,0,0,0,0,0,0,0,22,3.227,4.0,4,1.1925090867905042,,Fall 2010,GLG 100L
GLG 100L,B,4746,"Johnson,Grace",14,5,1,0,0,0,0,0,2,0,0,0,22,3.65,4.0,4,0.5871429486123998,,Fall 2010,GLG 100L
GLG 100L,C,4748,"Hardwick,Ryan Adam",4,4,8,2,4,0,0,0,0,0,0,0,22,2.091,2.0,2,1.3419634126405238,,Fall 2010,GLG 100L
GLG 100L,D,4750,"Johnson,Grace",13,5,2,0,1,0,0,0,0,0,0,0,21,3.381,4,4,1.023532631438318,,Fall 2010,GLG 100L
GLG 101,1,4762,"Wittke,James Henry",7,19,9,4,0,0,0,0,2,0,0,0,41,2.744,3,3,0.8801300357856433,,Fall 2010,GLG 101
GLG 101,2,8964,"Middleton,Larry Thomas",12,10,7,4,4,0,0,0,1,0,0,0,38,2.595,3,4,1.3428712906691034,,Fall 2010,GLG 101
GLG 102,1,4764,"Koehler,Peter Andrew",10,5,0,0,2,0,0,0,0,0,0,0,17,3.235,4,4,1.3004524099667145,,Fall 2010,GLG 102
GLG 103,A,4766,"Hardwick,Ryan Adam",6,5,6,1,2,0,0,0,2,0,0,0,22,2.6,3.0,4,1.2732056517228265,,Fall 2010,GLG 103
GLG 103,B,4768,"Arnold,Megan S",18,3,0,0,1,0,0,0,0,0,0,0,22,3.682,4.0,4,0.8937009000226522,,Fall 2010,GLG 103
GLG 103,C,6000,"Cains,Amanda Ila",5,4,4,4,1,0,0,0,1,0,0,0,19,2.444,2.5,4,1.293523333527109,,Fall 2010,GLG 103
GLG 103,D,12780,"Oberling,Zachary A",12,0,0,0,0,0,0,0,0,0,0,0,12,4,4.0,4,0.0,,Fall 2010,GLG 103
GLG 104,A,4760,"Samra,Charles P",10,6,2,0,1,0,0,0,0,0,0,0,19,3.263,4,4,1.0457376590053493,,Fall 2010,GLG 104
GLG 107,1,11402,"Sample,James Clifford",8,15,13,4,4,0,0,0,5,0,0,0,49,2.432,3.0,3,1.169331498002116,,Fall 2010,GLG 107
GLG 112,1,4770,"Thompson,Lisa Anne",20,29,30,7,4,0,0,0,2,0,0,0,92,2.6,3.0,2,1.057875759999966,,Fall 2010,GLG 112
GLG 112,2,5314,"Brugger-Schorr,Carrie Rae",29,34,12,1,2,0,0,0,1,0,0,0,79,3.115,3.0,3,0.8970481061210177,,Fall 2010,GLG 112
GLG 112,3,5670,"Brugger-Schorr,Carrie Rae",24,22,8,5,5,0,0,0,3,0,0,0,67,2.859,3.0,4,1.2327178322585643,,Fall 2010,GLG 112
GLG 112,4,5870,"Thompson,Lisa Anne",23,30,25,5,3,0,0,0,3,0,0,0,89,2.756,3.0,3,1.0282600553605437,,Fall 2010,GLG 112
GLG 112,5,6002,"Thompson,Lisa Anne",19,35,23,6,3,0,0,0,3,0,0,0,89,2.709,3.0,3,1.0042999208669448,,Fall 2010,GLG 112
GLG 112,6,9348,"Brugger-Schorr,Carrie Rae",24,29,10,6,3,0,0,0,2,0,0,0,74,2.903,3.0,3,1.0897696128433212,,Fall 2010,GLG 112
GLG 112,801,11995,"Koehler,Peter Andrew",17,5,0,1,2,0,0,0,3,0,0,0,28,3.36,4,4,1.2206555615733703,,Fall 2010,GLG 112
GLG 112L,801,11996,"Koehler,Peter Andrew",15,2,5,0,2,0,0,0,4,0,0,0,28,3.167,4.0,4,1.2740441145412122,,Fall 2010,GLG 112L
GLG 112L,A,4772,"Brugger-Schorr,Carrie Rae",16,4,2,2,0,0,0,0,1,0,0,0,25,3.417,4.0,4,0.9743076322798876,,Fall 2010,GLG 112L
GLG 112L,B,4774,"Brugger-Schorr,Carrie Rae",21,2,2,0,0,0,0,0,0,0,0,0,25,3.76,4,4,0.5972157622389639,,Fall 2010,GLG 112L
GLG 112L,C,4776,"Brugger-Schorr,Carrie Rae",14,5,3,2,0,0,0,0,1,0,0,0,25,3.292,4.0,4,0.999093792292346,,Fall 2010,GLG 112L
GLG 112L,D,4778,"Brugger-Schorr,Carrie Rae",13,10,1,0,1,0,0,0,0,0,0,0,25,3.36,4,4,0.9073771725877466,,Fall 2010,GLG 112L
GLG 112L,E,4780,"Brugger-Schorr,Carrie Rae",11,6,2,0,0,0,0,0,2,0,0,0,21,3.474,4,4,0.696692268479466,,Fall 2010,GLG 112L
GLG 112L,F,5316,"Brugger-Schorr,Carrie Rae",12,7,3,0,1,0,0,0,0,0,0,0,23,3.261,4,4,1.009833078211346,,Fall 2010,GLG 112L
GLG 112L,G,5318,"Brugger-Schorr,Carrie Rae",23,2,0,0,2,0,0,0,0,0,0,0,27,3.63,4,4,1.0794638322992416,,Fall 2010,GLG 112L
GLG 112L,H,5320,"Brugger-Schorr,Carrie Rae",22,1,0,0,1,0,0,0,1,0,0,0,25,3.792,4.0,4,0.8329709356935241,,Fall 2010,GLG 112L
GLG 112L,I,5330,"Brugger-Schorr,Carrie Rae",8,16,0,0,1,0,0,0,0,0,0,0,25,3.2,3,3,0.816496580927726,,Fall 2010,GLG 112L
GLG 112L,J,5332,"Brugger-Schorr,Carrie Rae",13,8,2,0,0,0,0,0,0,0,0,0,23,3.478,4,4,0.6653478391304605,,Fall 2010,GLG 112L
GLG 112L,K,5672,"Brugger-Schorr,Carrie Rae",22,4,0,0,0,0,0,0,0,0,0,0,26,3.846,4.0,4,0.36794648440311994,,Fall 2010,GLG 112L
GLG 112L,L,5674,"Brugger-Schorr,Carrie Rae",16,11,0,0,0,0,0,0,0,0,0,0,27,3.593,4,4,0.5007117441325405,,Fall 2010,GLG 112L
GLG 112L,M,5896,"Brugger-Schorr,Carrie Rae",18,5,1,0,0,0,0,0,0,0,0,0,24,3.708,4.0,4,0.5500329370901873,,Fall 2010,GLG 112L
GLG 112L,N,5898,"Brugger-Schorr,Carrie Rae",14,5,1,0,1,0,0,0,1,0,0,0,22,3.476,4,4,0.9807674351775563,,Fall 2010,GLG 112L
GLG 112L,O,6004,"Brugger-Schorr,Carrie Rae",9,13,2,0,0,0,0,0,1,0,0,0,25,3.292,3.0,3,0.6240935455708451,,Fall 2010,GLG 112L
GLG 112L,P,6006,"Brugger-Schorr,Carrie Rae",13,9,0,0,0,0,0,0,2,0,0,0,24,3.591,4.0,4,0.5032362797401965,,Fall 2010,GLG 112L
GLG 112L,Q,6034,"Brugger-Schorr,Carrie Rae",12,8,1,0,1,0,0,0,0,0,0,0,22,3.364,4.0,4,0.9534625892455924,,Fall 2010,GLG 112L
GLG 112L,R,6036,"Brugger-Schorr,Carrie Rae",12,8,0,0,1,0,0,0,1,0,0,0,22,3.429,4,4,0.9258200997725514,,Fall 2010,GLG 112L
GLG 112L,S,6038,"Brugger-Schorr,Carrie Rae",15,3,0,0,4,0,0,0,0,0,0,0,22,3.136,4.0,4,1.5521246435421703,,Fall 2010,GLG 112L
GLG 112L,T,6086,"Brugger-Schorr,Carrie Rae",12,7,2,0,0,0,0,0,1,0,0,0,22,3.476,4,4,0.6796357567879738,,Fall 2010,GLG 112L
GLG 201,1,5328,"Elliott,David Kenneth",10,5,13,4,5,0,0,0,1,0,0,0,38,2.297,2,2,1.3512312258920847,,Fall 2010,GLG 201
GLG 208,02,10112,"Hoisch,Thomas David",0,0,0,0,0,0,23,0,0,0,0,0,23,,,,,,Fall 2010,GLG 208
GLG 225,1,5676,"Elliott,David Kenneth",6,16,14,2,2,0,0,0,1,0,0,0,41,2.55,3.0,3,0.9857965671450026,,Fall 2010,GLG 225
GLG 240,1,4782,"Brumbaugh,David Scott",6,12,2,0,0,0,0,0,0,0,0,0,20,3.2,3.0,3,0.6155870112510924,,Fall 2010,GLG 240
GLG 240,2,8968,"Riggs,Nancy Rosalind",6,5,3,2,0,0,0,0,4,0,0,0,20,2.938,3.0,4,1.0626225419530053,,Fall 2010,GLG 240
GLG 309,1,4788,"Hoisch,Thomas David",10,10,11,4,1,0,0,0,1,0,0,0,37,2.667,3.0,2,1.0954451150103321,,Fall 2010,GLG 309
GLG 430,1,4792,"Cline,Michael Logan",9,2,1,1,0,0,0,0,2,0,0,0,15,3.462,4,4,0.9674179220468452,,Fall 2010,GLG 430
GLG 435,1,4796,"Duebendorfer,Ernest M",4,9,12,8,2,0,0,0,1,0,0,0,36,2.143,2,2,1.0885191544386492,,Fall 2010,GLG 435
GLG 451,1,4156,"Maslansky,Steven Paul",6,8,4,1,0,0,0,0,0,0,0,0,19,3,3,3,0.8819171036881969,,Fall 2010,GLG 451
GLG 470,1,5832,"Wittke,James Henry/Brumbaugh,David Scott",2,22,3,2,0,0,0,0,0,0,0,0,29,2.828,3,3,0.6584052983883201,,Fall 2010,GLG 470
GLG 100,1,3239,"Koehler,Peter Andrew",11,16,9,0,1,0,0,0,0,0,0,0,37,2.973,3,3,0.8971091376219533,,Spring 2011,GLG 100
GLG 100,2,2807,"Koehler,Peter Andrew",11,30,16,1,0,0,0,0,5,0,0,0,63,2.879,3.0,3,0.7273500618840187,,Spring 2011,GLG 100
GLG 100,801,6222,"Koehler,Peter Andrew",7,4,2,2,5,0,0,0,0,0,0,0,20,2.3,3.0,4,1.6575187543592476,,Spring 2011,GLG 100
GLG 100L,801,6205,"Koehler,Peter Andrew",6,3,1,1,9,0,0,0,0,0,0,0,20,1.8,1.5,0,1.823819012257983,,Spring 2011,GLG 100L
GLG 100L,A,2808,"Thompson,Lisa Anne",10,4,4,3,1,0,0,0,0,0,0,0,22,2.864,3.0,4,1.2834274997778983,,Spring 2011,GLG 100L
GLG 100L,B,2809,"Thompson,Lisa Anne",5,12,2,2,0,0,0,0,1,0,0,0,22,2.952,3,3,0.8646496675642961,,Spring 2011,GLG 100L
GLG 100L,C,2810,"Thompson,Lisa Anne",16,5,1,0,0,0,0,0,0,0,0,0,22,3.682,4.0,4,0.5679003631895497,,Spring 2011,GLG 100L
GLG 100L,D,2811,"Thompson,Lisa Anne",5,8,2,1,2,0,0,0,4,0,0,0,22,2.722,3.0,3,1.274434386908933,,Spring 2011,GLG 100L
GLG 100L,E,7981,"Giovinazzo,Joseph R",7,2,1,0,1,0,0,0,0,0,0,0,11,3.273,4,4,1.2720777563426766,,Spring 2011,GLG 100L
GLG 101,1,6159,"Middleton,Larry Thomas",9,13,14,3,2,0,0,0,3,0,0,0,44,2.585,3,2,1.071811778161109,,Spring 2011,GLG 101
GLG 102,1,2813,"Koehler,Peter Andrew",25,12,5,1,1,0,0,0,0,0,0,0,44,3.341,4.0,4,0.9386576714124697,,Spring 2011,GLG 102
GLG 103,A,2814,"Cains,Amanda Ila",6,4,2,0,3,0,0,0,3,0,0,0,18,2.667,3,4,1.5430334996209192,,Spring 2011,GLG 103
GLG 103,B,2815,"Schaller,Elizabeth Maria",13,4,0,0,0,0,0,0,1,0,0,0,18,3.765,4,4,0.43723731609760313,,Spring 2011,GLG 103
GLG 104,A,2816,"Lindner,Philip Jeffrey",16,6,2,1,0,0,0,0,0,0,0,0,25,3.48,4,4,0.8225975119502044,,Spring 2011,GLG 104
GLG 104,B,5221,"Zelawski,Mallory L",7,8,3,0,2,0,0,0,0,0,0,0,20,2.9,3.0,3,1.2096106376585989,,Spring 2011,GLG 104
GLG 112,1,2817,"Brugger-Schorr,Carrie Rae",29,25,23,3,2,0,0,0,2,0,0,0,84,2.927,3.0,4,1.0034568375430024,,Spring 2011,GLG 112
GLG 112,2,2992,"Brugger-Schorr,Carrie Rae",38,33,19,10,2,0,0,0,4,0,0,0,106,2.931,3.0,4,1.0648274524059749,,Spring 2011,GLG 112
GLG 112,3,3237,"Thompson,Lisa Anne",35,34,20,5,3,0,0,0,3,0,0,0,100,2.959,3,4,1.0299426134215346,,Spring 2011,GLG 112
GLG 112,4,3267,"Thompson,Lisa Anne",34,39,18,6,3,0,0,0,2,0,0,0,102,2.95,3.0,3,1.0187633620614691,,Spring 2011,GLG 112
GLG 112,5,3288,"Thompson,Lisa Anne",18,34,26,14,7,0,0,0,1,0,0,0,100,2.424,3,3,1.1525562458355216,,Spring 2011,GLG 112
GLG 112,6,3382,"Brugger-Schorr,Carrie Rae",45,37,12,2,2,0,0,0,2,0,0,0,100,3.235,3.0,4,0.8944389522731959,,Spring 2011,GLG 112
GLG 112,801,6206,"Koehler,Peter Andrew",13,5,4,0,2,0,0,0,0,0,0,0,24,3.125,4.0,4,1.226961606004318,,Spring 2011,GLG 112
GLG 112L,801,6216,"Koehler,Peter Andrew",14,3,4,0,2,0,0,0,0,0,0,0,23,3.174,4,4,1.2667845448236068,,Spring 2011,GLG 112L
GLG 112L,A,2818,"Brugger-Schorr,Carrie Rae",10,10,2,1,0,0,0,0,2,0,0,0,25,3.261,3,4,0.8100163468803816,,Spring 2011,GLG 112L
GLG 112L,B,2819,"Brugger-Schorr,Carrie Rae",22,3,1,0,0,0,0,0,0,0,0,0,26,3.808,4.0,4,0.4914656259988704,,Spring 2011,GLG 112L
GLG 112L,C,2820,"Brugger-Schorr,Carrie Rae",23,1,0,0,1,0,0,0,2,0,0,0,27,3.8,4,4,0.816496580927726,,Spring 2011,GLG 112L
GLG 112L,D,2821,"Brugger-Schorr,Carrie Rae",8,13,3,0,1,0,0,0,0,0,0,0,25,3.08,3,3,0.9092121131323904,,Spring 2011,GLG 112L
GLG 112L,E,2822,"Brugger-Schorr,Carrie Rae",8,14,4,0,0,0,0,0,0,0,0,0,26,3.154,3.0,3,0.6748219138295788,,Spring 2011,GLG 112L
GLG 112L,F,2993,"Brugger-Schorr,Carrie Rae",10,7,3,1,2,0,0,0,1,0,0,0,24,2.957,3,4,1.2605287804426009,,Spring 2011,GLG 112L
GLG 112L,G,2994,"Brugger-Schorr,Carrie Rae",25,0,0,0,1,0,0,0,1,0,0,0,27,3.846,4.0,4,0.7844645405527361,,Spring 2011,GLG 112L
GLG 112L,H,2995,"Brugger-Schorr,Carrie Rae",11,8,5,1,0,0,0,0,1,0,0,0,26,3.16,3,4,0.8981462390204986,,Spring 2011,GLG 112L
GLG 112L,I,3084,"Brugger-Schorr,Carrie Rae",7,12,4,1,1,0,0,0,0,0,0,0,25,2.92,3,3,0.9966610925150702,,Spring 2011,GLG 112L
GLG 112L,J,3085,"Brugger-Schorr,Carrie Rae",12,5,7,1,0,0,0,0,0,0,0,0,25,3.12,3,4,0.971253485622231,,Spring 2011,GLG 112L
GLG 112L,K,3240,"Brugger-Schorr,Carrie Rae",20,2,0,0,0,0,0,0,3,0,0,0,25,3.909,4.0,4,0.29424494316824984,,Spring 2011,GLG 112L
GLG 112L,L,3241,"Brugger-Schorr,Carrie Rae",7,15,1,1,1,0,0,0,0,0,0,0,25,3.04,3,3,0.9345230512584124,,Spring 2011,GLG 112L
GLG 112L,M,3254,"Brugger-Schorr,Carrie Rae",9,12,1,1,1,0,0,0,0,0,0,0,24,3.125,3.0,3,0.9918143234365558,,Spring 2011,GLG 112L
GLG 112L,N,3314,"Brugger-Schorr,Carrie Rae",20,5,0,0,0,0,0,0,0,0,0,0,25,3.8,4,4,0.408248290463863,,Spring 2011,GLG 112L
GLG 112L,O,3384,"Brugger-Schorr,Carrie Rae",24,2,0,0,0,0,0,0,0,0,0,0,26,3.923,4.0,4,0.271746488194703,,Spring 2011,GLG 112L
GLG 112L,P,3420,"Brugger-Schorr,Carrie Rae",19,3,0,0,0,0,0,0,0,0,0,0,22,3.864,4.0,4,0.35125008665710444,,Spring 2011,GLG 112L
GLG 112L,Q,3421,"Brugger-Schorr,Carrie Rae",20,1,0,0,1,0,0,0,0,0,0,0,22,3.773,4.0,4,0.8691439785278705,,Spring 2011,GLG 112L
GLG 112L,R,3422,"Brugger-Schorr,Carrie Rae",21,1,0,0,0,0,0,0,0,0,0,0,22,3.955,4.0,4,0.21320071635561044,,Spring 2011,GLG 112L
GLG 112L,S,3423,"Brugger-Schorr,Carrie Rae",22,0,0,0,0,0,0,0,0,0,0,0,22,4,4.0,4,0.0,,Spring 2011,GLG 112L
GLG 112L,T,3424,"Brugger-Schorr,Carrie Rae",8,9,4,1,0,0,0,0,0,0,0,0,22,3.091,3.0,3,0.8678978933300583,,Spring 2011,GLG 112L
GLG 112L,U,7660,"Brugger-Schorr,Carrie Rae",19,1,0,0,0,0,0,0,2,0,0,0,22,3.95,4.0,4,0.22360679774997896,,Spring 2011,GLG 112L
GLG 112L,V,7661,"Brugger-Schorr,Carrie Rae",17,3,2,0,0,0,0,0,0,0,0,0,22,3.682,4.0,4,0.6463349888014092,,Spring 2011,GLG 112L
GLG 112L,W,7662,"Brugger-Schorr,Carrie Rae",18,4,0,1,0,0,0,0,0,0,0,0,23,3.696,4,4,0.7029019463944166,,Spring 2011,GLG 112L
GLG 112L,X,7982,"Grimm,Christopher Alan",22,0,0,0,0,0,0,0,0,0,0,0,22,4,4.0,4,0.0,,Spring 2011,GLG 112L
GLG 115,1,3385,"Kaufman,Darrell S",9,7,11,3,2,0,0,0,5,0,0,0,37,2.562,2.5,2,1.189673308368798,,Spring 2011,GLG 115
GLG 190,1,3400,"Wittke,James Henry",5,11,9,1,0,0,0,0,1,0,0,0,27,2.769,3.0,3,0.8152394645841089,,Spring 2011,GLG 190
GLG 190L,A,3401,"Wittke,James Henry",15,6,3,0,0,0,0,0,1,0,0,0,25,3.5,4.0,4,0.7223151185146152,,Spring 2011,GLG 190L
GLG 202,1,3383,"Elliott,David Kenneth",13,9,8,0,3,0,0,0,5,0,0,0,38,2.879,3,4,1.2185435916898848,,Spring 2011,GLG 202
GLG 240,1,2823,"Brumbaugh,David Scott",3,8,7,3,0,0,0,0,0,0,0,0,21,2.524,3,3,0.9283882603225667,,Spring 2011,GLG 240
GLG 265,01,4899,"Brumbaugh,David Scott",8,9,6,4,2,0,0,0,1,0,0,0,30,2.586,3,3,1.2397361867784136,,Spring 2011,GLG 265
GLG 265L,A,5848,"Brumbaugh,David Scott",2,4,3,1,1,0,0,0,1,0,0,0,12,2.455,3,3,1.2135597524338357,,Spring 2011,GLG 265L
GLG 304,1,3231,"Middleton,Larry Thomas",4,4,3,2,2,0,0,0,2,0,0,0,17,2.4,3,4,1.4040757000349275,,Spring 2011,GLG 304
GLG 315,1,2826,"Reid,Mary",6,10,14,1,2,0,0,0,0,0,0,0,33,2.515,2,2,1.0344446614371199,,Spring 2011,GLG 315
GLG 324,1,2828,"Middleton,Larry Thomas",6,13,9,3,1,0,0,0,0,0,0,0,32,2.625,3.0,3,1.0080322575483707,,Spring 2011,GLG 324
GLG 350W,1,3083,"Riggs,Nancy Rosalind/Cline,Michael Logan",4,14,4,3,3,0,0,0,2,0,0,0,30,2.464,3.0,3,1.2013000012992978,,Spring 2011,GLG 350W
GLG 360,1,3386,"Parnell,Roderic Alan",7,10,0,0,0,0,0,0,0,0,0,0,17,3.412,3,3,0.5072996561958923,,Spring 2011,GLG 360
GLG 440C,1,3173,"Cline,Michael Logan/Thompson,Lisa Anne/Riggs,Nancy Rosalind/Duebendorfer,Ernest M/Elliott,David Ken",6,12,10,1,1,0,0,0,0,0,0,0,30,2.7,3.0,3,0.952311163288627,,Spring 2011,GLG 440C
GLG 100,1,2614,"Koehler,Peter Andrew",9,11,10,0,2,0,0,0,0,0,0,0,32,2.781,3.0,3,1.0696509831746295,,Fall 2011,GLG 100
GLG 100,2,2615,"Koehler,Peter Andrew",8,14,9,1,2,0,0,0,0,0,0,0,34,2.735,3.0,3,1.0533877104130263,,Fall 2011,GLG 100
GLG 100,801,7543,"Koehler,Peter Andrew",10,4,0,1,3,0,0,0,3,0,0,0,21,2.944,4.0,4,1.5519332240873458,,Fall 2011,GLG 100
GLG 100L,801,7544,"Koehler,Peter Andrew",9,1,2,1,5,0,0,0,3,0,0,0,21,2.444,3.5,4,1.7895849739771976,,Fall 2011,GLG 100L
GLG 100L,A,2616,"Thompson,Lisa Anne",12,1,2,0,2,0,0,0,0,0,0,0,17,3.235,4,4,1.393261092038472,,Fall 2011,GLG 100L
GLG 100L,B,2617,"Thompson,Lisa Anne",11,1,0,0,3,0,0,0,0,0,0,0,15,3.133,4,4,1.6417180315870614,,Fall 2011,GLG 100L
GLG 100L,C,2618,"Thompson,Lisa Anne",13,0,0,0,1,0,0,0,0,0,0,0,14,3.714,4.0,4,1.0690449676496976,,Fall 2011,GLG 100L
GLG 100L,D,2619,"Beuttel,Brandon",17,2,0,1,0,0,0,0,0,0,0,0,20,3.75,4.0,4,0.7163503994113789,,Fall 2011,GLG 100L
GLG 101,1,2622,"Middleton,Larry Thomas",6,20,10,2,0,0,0,0,1,0,0,0,39,2.789,3.0,3,0.7766140902885476,,Fall 2011,GLG 101
GLG 101,2,4288,"Riggs,Nancy Rosalind",9,17,2,1,3,0,0,0,2,0,0,0,34,2.875,3.0,3,1.157026221578126,,Fall 2011,GLG 101
GLG 102,1,2623,"Koehler,Peter Andrew",10,6,4,0,0,0,0,0,0,0,0,0,20,3.3,3.5,4,0.8013147091860318,,Fall 2011,GLG 102
GLG 103,A,2624,"Middleton,Larry Thomas",8,6,3,1,2,0,0,0,0,0,0,0,20,2.85,3.0,4,1.3088765773505315,,Fall 2011,GLG 103
GLG 103,B,2625,"Middleton,Larry Thomas",8,5,1,1,0,0,0,0,2,0,0,0,17,3.333,4,4,0.8997354108424374,,Fall 2011,GLG 103
GLG 103,C,3176,"Middleton,Larry Thomas",8,10,2,0,0,0,0,0,0,0,0,0,20,3.3,3.0,3,0.6569466853317864,,Fall 2011,GLG 103
GLG 103,D,5579,"Middleton,Larry Thomas",5,10,1,1,2,0,0,0,1,0,0,0,20,2.789,3,3,1.228320776436091,,Fall 2011,GLG 103
GLG 104,A,2621,"Malchow,Angela Marie",18,4,0,0,0,0,0,0,0,0,0,0,22,3.818,4.0,4,0.39477101697586137,,Fall 2011,GLG 104
GLG 107,1,5087,"Sample,James Clifford",22,13,16,8,7,0,0,0,1,0,0,0,67,2.53,3.0,4,1.3498683351144,,Fall 2011,GLG 107
GLG 112,1,2626,"Brugger-Schorr,Carrie Rae",23,28,11,2,1,0,0,0,1,0,0,0,66,3.077,3,3,0.8893061253670664,,Fall 2011,GLG 112
GLG 112,2,2882,"Brugger-Schorr,Carrie Rae",36,32,24,4,4,0,0,0,0,0,0,0,100,2.92,3.0,4,1.060588744447387,,Fall 2011,GLG 112
GLG 112,3,3028,"Brugger-Schorr,Carrie Rae",29,30,19,3,2,0,0,0,4,0,0,0,87,2.976,3,3,0.9750034848525319,,Fall 2011,GLG 112
GLG 112,4,3113,"Thompson,Lisa Anne",33,31,21,6,6,0,0,0,1,0,0,0,98,2.814,3,4,1.1576727454540037,,Fall 2011,GLG 112
GLG 112,5,3177,"Thompson,Lisa Anne",22,42,24,5,4,0,0,0,3,0,0,0,100,2.753,3,3,1.0003221130700386,,Fall 2011,GLG 112
GLG 112,6,4386,"Thompson,Lisa Anne",23,27,20,10,11,0,0,0,2,0,0,0,93,2.451,3,3,1.3103327504767317,,Fall 2011,GLG 112
GLG 112,801,7548,"Koehler,Peter Andrew",6,5,10,0,2,0,0,0,3,0,0,0,26,2.565,2,2,1.1609591237233643,,Fall 2011,GLG 112
GLG 112L,801,7545,"Koehler,Peter Andrew",12,1,0,0,7,0,0,0,3,0,0,0,23,2.55,4.0,4,1.9324105480761042,,Fall 2011,GLG 112L
GLG 112L,A,2627,"Brugger-Schorr,Carrie Rae",10,7,5,1,2,0,0,0,0,0,0,0,25,2.88,3,4,1.2355835328567093,,Fall 2011,GLG 112L
